Handle,Display Name,DID,Follows Me
bevjknight.bsky.social,Bev,did:plc:yqo3ocpstffvp3g47yapd7w7,True
bunionification.bsky.social,Carl Nicholls 🇪🇺,did:plc:xak7ktqsohbgtcp7qe64mjn2,True
kittykat870.bsky.social,KittyKat870,did:plc:bx4vk5mvifmv4oof646esapa,True
sherman88.bsky.social,,did:plc:7z4s7mp3szmxhufv7pxb63kj,True
onthefly.bsky.social,OnTheFly,did:plc:lde2drgwxkom2nj6paiwt5dl,True
clarrisani.bsky.social,Clarrisani,did:plc:mfht4igblukgh7mrvz2rdafc,True
patriceinstl.bsky.social,Patrice W,did:plc:usn7ajodl3nqzy2lm3riavcz,True
neilwhite30.bsky.social,Neil White,did:plc:4eh3eoq34ks6mnxcqjwngqyb,True
joemac1114.bsky.social,,did:plc:wn2okozckav6m7tfbldy34rx,True
geniewrites.bsky.social,,did:plc:uibwrgt2gggcxpic2yrcx2v7,True
melissa-1961.bsky.social,,did:plc:3jacx35bm6ruld5lxrrowvf4,True
lisadiffenbaugh.bsky.social,Lisa Diffenbaugh,did:plc:kat47hb6kr5topvq7wqippsb,True
suziestrawfire.bsky.social,,did:plc:j4fbwk3c7zelohvwjgxzp46s,True
locolopeznyc.bsky.social,𝔹𝕣𝕚𝕒𝕟 ℝ𝕖𝕤𝕚𝕤𝕥𝕤,did:plc:ijq7egxbfproxu3suebglwc4,True
glasgowrebelmc.bsky.social,Glasgow socialist,did:plc:4sa2p7ipv3eql5hxwwewgfv5,True
greenloon.bsky.social,Green Loon,did:plc:4keswhabo4ueeeaobqxy4erm,True
magpieoz.bsky.social,🇦🇺🦘🪃🦘🇦🇺,did:plc:xxv3hlyywsbfthlcumeis3ia,True
ronhacker.bsky.social,Ron Hacker,did:plc:vm2autrzq5zn7onyiu3jpqf7,True
thebitterjesus.bsky.social,Mr. Bitter,did:plc:n2sxarwhqa2g7jyjhk3galrf,True
hschoen.bsky.social,Heather,did:plc:p43a6a763x5f4ov4ub3i3vrb,True
northof55.bsky.social,Cindy,did:plc:qr46z5kl2nz7af5tfxxbu6xi,True
guitarios.bsky.social,George Rios,did:plc:7nampcz3japrqz3sjegsegrv,True
katmcdonald.bsky.social,,did:plc:izlhjg6pzpp7tmmfvsdimwzb,True
alvinsoprano.bsky.social,Alvin Soprano,did:plc:vntdou5jxj33hghj3l6kjdrq,True
dgraz.bsky.social,Diana Grazia,did:plc:xgcknfjjb2z3huls7ll75xx7,True
jaroslav65.bsky.social,Jaroslav,did:plc:psnxfm24gcolohop27glybyc,True
terrip641.bsky.social,Terri,did:plc:brc3xwwuige2xbwfobzwcpxn,True
marcia-npbz.bsky.social,,did:plc:q4wbj3joiif774xeppawvuuw,True
obxdreamer.bsky.social,OBX Dreaming,did:plc:iwowzz32zrntsaxukmqf6giu,True
loraliehursman.bsky.social,Loralie Hursman,did:plc:fvgd4n3prusuzmvnpje24gth,True
luluwrites.bsky.social,Lorraine Markus DiRienzo,did:plc:x25ahdl7kydsco43bhkgdvdj,True
foopol26.bsky.social,Kristine,did:plc:antc3lqjt5pwmii4m7aw26iv,True
taterscot.bsky.social,Tater Scot ,did:plc:vrzonvb7xlpw76ndoft4vl5z,True
arveaksnes75.bsky.social,Arve Aksnes,did:plc:fqofehrqxezyrrinna4s423t,True
durkiea.bsky.social,,did:plc:uubww53mhvabtzf44czhsl73,True
mkthankful.bsky.social,,did:plc:hu7lu7b4r46a5nrqftshkfqd,True
krysbee.bsky.social,ThisisKrysbee,did:plc:g7uyxfsdtbnfrf3tqvtzrbvt,True
zyminda.bsky.social,,did:plc:apmq3qontlbn54km43br5nvt,True
sexyi123.bsky.social,,did:plc:5zhi46lgqebt5gta6lbgxkd6,True
rivermanred.bsky.social,Any Name You Want,did:plc:6bjmie3rsbzsvfvst2ywudom,True
sjj139.bsky.social,Sharon,did:plc:n3sclrwken6ecbx6od2q3g7h,True
ojmiabox.bsky.social,Mia,did:plc:2feohfpbviplc4svkwkl4tf3,True
jmckenzie.bsky.social,Jan,did:plc:emgd6l57rxaolz5qipcr5jha,True
dawnrn.bsky.social,Dawn,did:plc:lgtrhfq6hm5fxnksbqm76jdq,True
lindarutherford.bsky.social,Linda Rutherford,did:plc:by7otiwodig4gh7tbt5sg2xv,True
chazrem.bsky.social,Chaz Holesworth,did:plc:ctji4zbxpjjqac6lgy3eioa5,True
bobbilees.bsky.social,Bobbi Sorensen,did:plc:c4yfdtunn2cvh6aufmxkuekv,True
michaellafond.bsky.social,Michael LaFond,did:plc:sx23ba2gptu5o6pkoapa5rvy,True
eleniross.bsky.social,Mother of Labradors of The House of dog hair,did:plc:2vzxqded4zw4vfhvpmakz5k2,True
rosemarylee66.bsky.social,RosemaryLee,did:plc:tqhr4umi3zixzymgpdmbf54t,True
emilyparker86.bsky.social,Emily Parker,did:plc:dfl73ihdb5cfee7hi4e6c57q,True
cherimasaratti.bsky.social,Cheri,did:plc:gt65k2oku27qgjvid2ohg5iq,True
chilly-g.bsky.social,G Lynda Chill,did:plc:6dffn4fm4modvkutjousgsch,True
hmci888.bsky.social,,did:plc:oe2owicuiymzufx3wwa2fuab,True
janhappy.bsky.social,Jan Happy Ankerstjerne,did:plc:ot3p5g4zl67yuqcv6ijonj7z,True
second22soprano.bsky.social,Secondsoprano 🏳️‍🌈,did:plc:xtrpji4y3pbqqfrkez752k43,True
mamamoe.bsky.social,,did:plc:aflt6r752cfaacsogjsn65dc,True
rwiley55.bsky.social,Ray Wiley,did:plc:bm7h622k6lnkpq4jox3x3byu,True
electionevery.bsky.social,Election_Every,did:plc:tkg654uabqjjhl3eisuj4cli,True
odddustin.bsky.social,Odd Dustin,did:plc:pkc47aagmygfezpjzvlmu66h,True
sahaoz.bsky.social,,did:plc:7rfq6zovu5q4n5gen33eemvc,True
harland71.bsky.social,Harland,did:plc:fyvvqnplbljzh65hqrsyxbe4,True
bhabyghie.bsky.social,Rose Hoover,did:plc:dgzi3xxthsp2c5uptwf524rk,True
learningtowrite.bsky.social,,did:plc:opltym67wiofo4bsr5ulv2yq,True
teellen.bsky.social,Teellen🇨🇦,did:plc:przm3mtozi2nrta2zp72ilzd,True
bostontim.bsky.social,BostonTim,did:plc:gpizd2acunfzfsek4xelbo2u,True
ginqueen.bsky.social,Dionne,did:plc:hom35qgyeql726g6bursbdxy,True
bgbboy.bsky.social,Bgboy,did:plc:tqtwpvo5zbt3kt6nurkxpnxo,True
marpa108.bsky.social,,did:plc:tnuchfnkhl5zvuwm3a3kiq2c,True
nordicmike.bsky.social,,did:plc:bo3eteid4hxepk32sd3f6km5,True
gemapel.bsky.social,,did:plc:qb45swt5yawvuhtewy5s3tmp,True
diceyspice.bsky.social,Gregory,did:plc:zmbjhjigduheztkbt22fddh5,True
minpdx.bsky.social,Bobson Dugnutt,did:plc:nlyyxizj6tzajd3rcwoliand,True
freebird07.bsky.social,Freebird07,did:plc:6jiwv642c3dsgmez6dtddn7v,True
rocketj.bsky.social,RocketJ,did:plc:rpolkaqvxlgbap7vaa7qslh2,True
loupou21.bsky.social,,did:plc:y5f2oo2e5vwgxmvjd4p33h4a,True
lornagrl.com,lornagrl,did:plc:6xaylpiyljd5havmhhbmf57g,True
rainj.bsky.social,Rain Jackson,did:plc:fkluxjmk3xe5x2hdblfkevzk,True
betsy33.bsky.social,Democracker,did:plc:rtatg2o7yaj5kh5kghei4img,True
bluetexan68.bsky.social,Fed up in Texas(Audrey)💙💙 🌊 🌊,did:plc:63ao5cfep7byfivsh36p7yna,True
iseesquirrels.bsky.social,I See Squirrels,did:plc:mnmc5jodupyzeo5uj3hp3m7d,True
wswalker.bsky.social,Bob,did:plc:h7njwyivzz3xmk3l6wesy7xm,True
lilmickmick.bsky.social,lilmickmick,did:plc:fvlsepg36dvmclcysdahkhfe,True
lindafatmc.bsky.social,,did:plc:6f6eplystglyh74yqhikjjf3,True
ethanharris0.bsky.social,,did:plc:3r756gesi5cez5o7jobcm5cg,True
mojohikin.bsky.social,Mojo Hikin’,did:plc:pzzq3fryoq4n4iqgifta6eav,True
johnn477.bsky.social,John Newland,did:plc:zypl4jgm57e56ipmzmsbxhg7,True
jiggette.bsky.social,Suzanne Taylor,did:plc:3uutmgxpyffrd73j77hvzhil,True
chappytcc.bsky.social,Chappy the Crazy Cockatiel,did:plc:i342vtlge7ueeh2m6peh24rg,True
davidjones777.bsky.social,David Jones,did:plc:k463xnujpflv752hx6futgrh,True
tracideecee.bsky.social,Traci Deecee,did:plc:hkq7dimj5wjhlsmognnboyay,True
vfherrick.bsky.social,,did:plc:xmmfrlcqnaqrex6vogaqa2lr,True
truthsayerresistor.bsky.social,Ginger,did:plc:2xyoi3aa6mvvzkr6thujhh34,True
bigislandfarmer.bsky.social,BigIslandFarmer,did:plc:qhrfd7jax3bdvqfqzcoeox5z,True
wheretogonext.bsky.social,Lee Graham,did:plc:luyinn6yn7eb5tiyi5o6vrj3,True
carlasn.bsky.social,Carla Swanson,did:plc:2pr3yyhzxo7upcyzgseptinx,True
komelseykerr.bsky.social,Nora Walker,did:plc:oktddayskpwag2w3a473kqmt,True
pjoy26.bsky.social,Pamela Joy,did:plc:7yeznbfgyv4cqejnuhrv5tez,True
bluevotermom.bsky.social,💙🏳️‍🌈🏳️‍⚧️🗽🌈🦋,did:plc:t4rfpzyw4zveewnqche5irky,True
anglicancanada.bsky.social,Jay,did:plc:msb4bmfv5w2ztnsmrlzjl7ay,True
thomgolfmaskine.bsky.social,Thomas,did:plc:cvp6zt2swmb7rhmvdm76y3ka,True
sidmacleod.com,Sid MacLeod 👾,did:plc:isx63yzcfcd3uycjzpeerlkv,True
shykat.bsky.social,Kathy ,did:plc:dyamiqmxwmdf4uw2chz47qpt,True
sheila1nj.bsky.social,@Sheila1NJ,did:plc:br5n3mphhf5wu6sqpugxfhvs,True
salty-1.bsky.social,Cori 🦀,did:plc:3bpbrv2lvoecoctvv564ohq4,True
pmacewan.bsky.social,Patty 💙,did:plc:lhaor3fescbhd77pknt4wvey,True
yagalgail.bsky.social,Gailf,did:plc:iiqktwm7vqbntkzsi5dxvn3p,True
faberloughran.bsky.social,Suzy 🫘,did:plc:tdnpcvu2m63y4hub3tektk63,True
jcnyc2020.bsky.social,,did:plc:dscftw7nxav4atin4dd4rzlr,True
theogmrbrightside.bsky.social,Justin - He/him,did:plc:32l7ueacqhmpeoomct2dr4a6,True
michaeljwill.bsky.social,,did:plc:ce6tmspa6y35vyypqcwquzte,True
jconnors215.bsky.social,Jerry Connors,did:plc:v4jhyciznrfyxxf46bhary2e,True
sugarmonkey79.bsky.social,Sugar Monkey,did:plc:u6luour7gjz5kbyc3s6efee7,True
senit61497.bsky.social,,did:plc:enfocbsjk66i65yzmskxuey4,True
peggy2022.bsky.social,,did:plc:awhzdiv4eey4ztubjociq2y7,True
notbettyb.bsky.social,NotBettyB,did:plc:u3hux3wtscduw7bsuatrz5lr,True
bethlehemcjt.bsky.social,Christine,did:plc:hhrc5237yijlx4vpfbvmzp4c,True
bizzlemcdizzle.bsky.social,Bizzle,did:plc:tpqi53ovg347gvm5d5jdb6ei,True
sandrea3.bsky.social,,did:plc:gz2siiycv6vuqneefme3gf3u,True
jil1953.bsky.social,,did:plc:3jux2eyvgbmi3ggevvh3yhtq,True
derhnoarzt.bsky.social,TheENTDoc (MD) - DerHNOArzt,did:plc:lnriofng5l7jdrgavzfbg2d2,True
janlynch.bsky.social,,did:plc:kknxu4cabfunu7yb76ko4enc,True
lorilibbey.bsky.social,Lori Libbey,did:plc:ldo3liz7k6dj6qmt266ys5cc,True
realhousewifemi.bsky.social,Real Housewife of Michigan ,did:plc:l6pusa2pcw4563o7uvku5tkq,True
zingamomma.bsky.social,Zingamomma,did:plc:faoaurhsy4bnrbus73izbm7t,True
mordachi.bsky.social,Mordecai,did:plc:cobf7lhg4qko377753nm72zs,True
julieburns.bsky.social,julie burns,did:plc:6epc5n3hcypw54tzsxynwgiu,True
mister-k2025.bsky.social,Mister K,did:plc:hervhfb6ootxiewze2imeii7,True
erocka.bsky.social,NewEnglandVibes,did:plc:a263u4pdt2vkeej7ycrnsd23,True
xbowhunter.bsky.social,Palady38,did:plc:mos3tfv7cyyymgbcadb76kgn,True
jordan762.bsky.social,MeidasJordie 🦋,did:plc:sjoxdvfs5q6gmowcdvclt56u,True
carlarockwell70.bsky.social,Carla Rockwell,did:plc:jozu5ydyocrao7l274os6btj,True
iamcookieie.bsky.social,Cookieie,did:plc:dve4e4glm7sdwmtjleuerhxr,True
dublingrl53.bsky.social,DublinGrl53,did:plc:iku7da2vksag4g6zdbtzikag,True
holdurown.bsky.social,Dee,did:plc:yt7vku5zguaf3xp4nuedtpof,True
angelbeech59.bsky.social,LC2007,did:plc:jb2rhha3u44dmroiifh5vytu,True
evaleisner.bsky.social,Eva Leisner 🇪🇺,did:plc:2yr4jbzovxfeqfxk2qp2qz7h,True
darlingrenee111.bsky.social,DarlingRenee,did:plc:xb4atqpbq7f6ukrudfi6hwoy,True
catatonic-catnip.bsky.social,catatonic catnip,did:plc:muxyijju27tvm5en4lfsh6tq,True
kittykatprincess.bsky.social,KittyKatPrincess,did:plc:odr7wcx53eohqpwj3ktgs323,True
retired-guy.bsky.social,Rosendo,did:plc:nuxm3f2gl5rhgsos2kw3bx4o,True
oreo59.bsky.social,#bringthemhome 🇮🇱,did:plc:ma6p6zxvng6hypl3j6dmsy4d,True
sadeyesneverlie.bsky.social,Sad Eyes,did:plc:zyyruhlu3rcabs5xus5r5v7z,True
coolness2004.bsky.social,,did:plc:pf6pmheprgkapenwjrpukzzr,True
flresistance123.bsky.social,Calling all Angels ☮️ 💙 🇺🇦 ⚖️,did:plc:ux7fplyiljj3t7d4lck7igkk,True
trendingtalks.bsky.social,Trending Talks,did:plc:r7sk2hatguip7j4tu5ovw3nw,True
marytgj.bsky.social,,did:plc:6d3np2b7y6ote7q5lrwsorjb,True
mbaker8336.bsky.social,mbaker8336.bsky.social,did:plc:uzxbuph5fs2c6lrujqed63u4,True
dianemosborne.bsky.social,Diane Osborne,did:plc:sycobods27pxjivznfc25s5b,True
whenicomearound.bsky.social,LateNightFlightRisk,did:plc:shn57gctxlqposzvkqdgeaen,True
howsoonisnow37.bsky.social,Howsoonisnow,did:plc:7byjquclm3ki3yy2kklrq3n5,True
viruca.bsky.social,,did:plc:eaamanqlhr77f6zbtsp6lgte,True
bluesvenueavenue.bsky.social,Vickie Voyles,did:plc:l3vwxcdmsg3sm4mvdbpa7qap,True
rowley-825.bsky.social,Debra Rowley,did:plc:3dnoo5dziib4ycxc7penhfyf,True
mrsc56.bsky.social,,did:plc:6nwo2wmj7yy5xwd2udrjw2wu,True
pellegr58.bsky.social,,did:plc:omhrt6gxzfqw6feybsxkxd7e,True
burdeos.bsky.social,BordeauxLux,did:plc:v5clmkxihwr4xnbw3ucu34ga,True
intergeri.bsky.social,Vagina Coastguard 🏴󠁧󠁢󠁳󠁣󠁴󠁿,did:plc:xiqmvq47fecslootetqsrdoh,True
politicsmark.bsky.social,Marky Mark Mark. IFB. #FBPE 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇬🇧 🇪🇺,did:plc:44qhhf45jyjw6hbph3ho5kcd,True
paulaheal.bsky.social,Paula Heal,did:plc:bogcnabc5vjzuhqm7auqczqq,True
rediculons.bsky.social,Rediculons,did:plc:6r5snmcdnpn2k54jwsiq52ep,True
hammies77.bsky.social,Progressive Biker Unicorn,did:plc:5xvfz566fpcnxdsfn7sjc34l,True
jfm114.bsky.social,John F Macleod,did:plc:4zs5g6eyvxuab5szxjndvjmr,True
time4changenow.bsky.social,Time4changenow,did:plc:burka5ch4ow4lt2pegjozfvt,True
cajuncocoa.bsky.social,cajuncocoa,did:plc:wgzja5hzzqthisd7mamzukko,True
ceciliamarch.bsky.social,Cecilia,did:plc:6gdx4cyiwumnepn2aez6siq6,True
stephenjkittycat.bsky.social,Stephen J. KittyCat,did:plc:k7p5aaurjbvobqohvhw55gwm,True
peter305.bsky.social,,did:plc:bqd4mmxyplztrlgys24utd7y,True
carmenmccauley32.bsky.social,Carmen McCauley,did:plc:qng543pc6x6eprvqxpmo2l47,True
benedikt-amrhein.bsky.social,Benedikt Amrhein - woke af,did:plc:be2zul5wq2hwi6n3bf5ne6r6,True
carolmilo808.bsky.social,,did:plc:wbp56mnabszw72z6s2uuyexi,True
rachelazzara.bsky.social,Rachel Murphy Azzara,did:plc:yzih4tg72a63inhfaxcohucd,True
carriez.bsky.social,,did:plc:eyb7ekqdmz2mchy3z6hk6fi2,True
aj61.bsky.social,AJ,did:plc:a732lhqgqj3pdj72by4ozrl7,True
adhdmom4.bsky.social,,did:plc:4jdyt7kdrylpwbksigbrmlhu,True
mrmease61.bsky.social,Maximum Woke,did:plc:gtloks6i7uuwglwtb63c42oh,True
dajarie.bsky.social,,did:plc:p6yum7hv3jpywnhamyue2mnw,True
jerseygirl0701.bsky.social,BossFanStillHereForUSA,did:plc:cqspf5fqfvg7o37ddonzonh5,True
kezza.bsky.social,Kezza (Super D),did:plc:exfmebs73vukhrm5i3nsgz5e,True
lmc0270.bsky.social,,did:plc:cksxt3qesvhkq54ybtl5xo6p,True
elmostrainer.bsky.social,Elmo's Personal Trainer,did:plc:docpiqslangjdudccafo5e7j,True
magzpeachtree.bsky.social,Sally Forth,did:plc:qolpoyjml7h3suwnaupif7jn,True
pfac.bsky.social,Pam Clampitt,did:plc:gk4rkhxs66zpyaxjj24mpuqv,True
rcw0rhj2010.bsky.social,,did:plc:25fv47jd4xy47zzbj7j2ls7t,True
cpluther.bsky.social,,did:plc:hfa5ry3nbsmy3gqf2gnytcm3,True
midtnbluedot.bsky.social,"Mid TN Blue Dot, RN",did:plc:3w555srvalmyy4wayhgggaaa,True
djrock.bsky.social,Debbie Rock,did:plc:fhh462bmilqyehkysplk7nwp,True
sambasue.bsky.social,,did:plc:4yvp7ykebetgqiaqqhm6tvv5,True
drmac246.bsky.social,Dr D Everett (Dr Mac),did:plc:5rcyujyg4ahd4fhijniay4gl,True
cat00709.bsky.social,Cat GS,did:plc:o6xshuukv6xb3djxsvwqptq5,True
i55i.bsky.social,Atheer,did:plc:qsk5sxwhtbp4bgh2heduxu7e,True
betsydemocrat.bsky.social,Betsy O,did:plc:gsykpj7enivkizgwu2dzyezk,True
sobe1.bsky.social,Sobe Girl,did:plc:uo7pwuawzy7x6c7a2i5ibo6m,True
mpathy.bsky.social,,did:plc:x6tddg6237usg2oqvetkhoxi,True
pakettle.bsky.social,,did:plc:h3avniw5vibizwizaimxs7y7,True
shanekarmann.bsky.social,Shanekarmann,did:plc:jocujbk3pl5lqhxvrglt3ftg,True
golferjones.bsky.social,,did:plc:sbshhqu5xud4nouuxzecneeb,True
donnad1616.bsky.social,Donna D,did:plc:6ddpzw5suoqher6zkptqtkxn,True
renacat24.bsky.social,,did:plc:avx7jsoxpwn7ynyundnvzb5g,True
jmcdau.bsky.social,,did:plc:rfjsv4dhfkeaeup5wzmgbk36,True
bicyclecommuter.bsky.social,Ben Turner,did:plc:vis3y42tg2mkb7ivhxr2a6xq,True
jenny871.bsky.social,jenny wong,did:plc:6hqr3yloxixvvhak3f66kfgo,True
danimoss.bsky.social,Meidas Dani #MeidasMighty,did:plc:gzb24ap34fj5xzhdyaoukict,True
susiek2024.bsky.social,SusieK,did:plc:3n76prvvm4xiiwelrolwwija,True
sbalaska.bsky.social,Alaska Jayhawk,did:plc:uasciuiy55t3nuresbuasr37,True
chefabroad.bsky.social,Cyn Sperry,did:plc:lbrihiwi7kzbnahjoisma5nt,True
larrycary.bsky.social,LarryCary,did:plc:gj5zljowofhbvma7hxl2ozbo,True
jdscee.bsky.social,,did:plc:nfuropttiunju4u3ygb25lj2,True
bones1966.bsky.social,,did:plc:l2lmrfsmyt4eu32gnfygmvp3,True
baronmichael.bsky.social,Baron Michael,did:plc:rhpwk5nbyf7k7xaohn5bqj47,True
rodmangoode.bsky.social,Rodman Goode,did:plc:4wywuyxfgdxgaodyd4ldrsaa,True
suepeterson.bsky.social,Sue Peterson,did:plc:ovhaqreynrpqn4vu6eh5x5nu,True
spacelazer60.bsky.social,,did:plc:qcqgo5b7qio7oejp3hhhydn5,True
jazzbluegrassdead.bsky.social,jazzbluegrassdead,did:plc:zqzs5ii6fm4j57dehqskrnug,True
clotheshorseeq.bsky.social,Hollyn Mangione,did:plc:zql4jevc7wuhitzxlhdfthty,True
zootzoot.bsky.social,Just Zoot,did:plc:riqw4ekpnx6fq74qptacr2vg,True
raynethecoder.bsky.social,Rayne The Coder,did:plc:7yzg43cbdeokmtrci33xarvq,True
bloomune.bsky.social,Brandy 🪷,did:plc:ynyyljl3oycrby45vex2pawm,True
omnisvirlupus.bsky.social,OmnisVirLupus,did:plc:rqz2sbfjhlwmmnte45yx4dqt,True
bluelivesmatter.bsky.social,Deep blue,did:plc:jmwvcvuokqr6yz7ihagtkb3t,True
llstarr.bsky.social,,did:plc:fcffkocyli3htk7ugai2lqyv,True
nba-usa.bsky.social,NBA 🏀,did:plc:i5bzg55t3crz6enma2wfbhoz,True
clynnperk.bsky.social,Chrissyperk,did:plc:uqlaebnh6cg3f2twrhnr2g6p,True
mflorio-campisi.bsky.social,,did:plc:mwma2aysy5iwrlk2vqx3knml,True
thomasena-reed.bsky.social,Thomasena 🐦‍🔥,did:plc:nx5l4n3j7ofhirriqf74kygb,True
jerseyacl.bsky.social,Amy,did:plc:v5xuas2yiqo7jsbxvq7l33ha,True
jaylenwhite1.bsky.social,Jaylen Owen White,did:plc:s7pu2sly2baun65woq2yzge7,True
jmb57.bsky.social,Jim Beslity,did:plc:bl3ekzczm3su6lnaafcrnzpi,True
stoicthinker2025.bsky.social,Stoic Thinker,did:plc:bhtdcocvxba6yjwawbwh7y5x,True
wisnewski.bsky.social,Mark Wisnewski,did:plc:oooi5pteca4gqymqcxinb4o3,True
ivica70.bsky.social,ivica70,did:plc:smlfchwcyibmjg2b4ukumskx,True
calec.bsky.social,Cale,did:plc:4snmkzkqj4fv32nx4jok6vzh,True
ette444.bsky.social,Angie,did:plc:t7ohm26egfseyce6fin2drye,True
suzflep.bsky.social,,did:plc:g2556ecnvhhwn57fqxoa3mmu,True
levelheadedlee.bsky.social,levelheadedlee 🤨🤔🧐,did:plc:xmvrnxvcj6euezdwwtuplyjt,True
sweetsunray.bsky.social,Sweetsunray,did:plc:bf3vmy42gwriychzwvcv65w7,True
san-dee1.bsky.social,Sandy,did:plc:7mhpzes7g3svfi7j532wxzew,True
all4lovenohate.bsky.social,Mac,did:plc:da3l3xk6suatavbf5k5crlm4,True
sullivanta.bsky.social,,did:plc:jqz5mqa2nlfgwlt4lrtssedm,True
look2thevoid.bsky.social,,did:plc:niug4ru5rjwg3wctpgpiforh,True
zele12.bsky.social,Zele,did:plc:7gbfkzziaav7k7xaefzwr3lf,True
tadpolini.bsky.social,,did:plc:sg4higtjnbfhhdopynycxtnt,True
lorimr13.bsky.social,,did:plc:aac2ya4oqbb4f3qjmp37zh3b,True
cynthiaell.bsky.social,Cynthia Ell,did:plc:dnmexr7r2qwmvaevuetztzsk,True
bethschuffe.bsky.social,Beth Schuffe,did:plc:g6zzejnpkrxmu3n4aafvhuqr,True
usaeggb3.bsky.social,Gail,did:plc:r5qvdylqkl6g74auzjfo4rjo,True
inequalitynews.bsky.social,Inequality News,did:plc:rcxq37pp4t2hra26a6avhh34,True
saint-amour.bsky.social,,did:plc:t7qbo5q73ydp2ewyxmfn3h5k,True
burden739.bsky.social,Burden,did:plc:wjvlvjelbhknqpcvdyu6ggq3,True
indelady.bsky.social,Cat from Independence,did:plc:6wf5tbe7axodqzor3xcwt573,True
ciarocci.bsky.social,,did:plc:6khy3q4zm4elgtzrzxj4wyxh,True
appayton.bsky.social,Dem snowbird,did:plc:3gdbwsriyvawseupgbnhavtd,True
andremchi.bsky.social,Andie Michaels,did:plc:c6pyzg6uelbuqr476klubpgv,True
saxondaphne.bsky.social,Saxon Daphne,did:plc:ygwxup5bclvgdtzbmtbjfgyc,True
hopefulhillbilly.bsky.social,Heather,did:plc:w77ob4day3epnndk62u7odv6,True
johnnie67.bsky.social,Save Democracy,did:plc:lagr775lpxevf7qd5vmbqgsd,True
alioop77.bsky.social,,did:plc:62ipycol5icdpaopiqoy4wee,True
stonejunkie.bsky.social,StoneJunkie aka Giuseppe on Twitter,did:plc:4cw4oittbj5bbajawyjsxqx7,True
allyzb.bsky.social,Alison Beth Broadbent,did:plc:2fhaspxonff2qcrezftelond,True
sallyj-mw.bsky.social,Sally McLain 🇺🇸💙🍿,did:plc:pxq42vtrcugicsofcpfxrze4,True
erinbentancourt.bsky.social,Erin,did:plc:vhysuqucqoifug4s4z35cu2q,True
sewcrazeee.bsky.social,Ramona,did:plc:oz7oxsjxlpj57a4j6b5jcd6l,True
llibertat.bsky.social,Marioperlallibertat 🇺🇦🇨🇭🇧🇷,did:plc:koef2qo25ty66n3v3mj5csw4,True
cwphelan.bsky.social,westphelan,did:plc:wzlw353qut3ijqbjwlxw6bbb,True
jopurelife.bsky.social,Just Jo,did:plc:rud3nat64hwzvfi2lgarvvnq,True
chrisoli.bsky.social,Chris Oliveri,did:plc:mgs5qeqohlx75motjtjnv2et,True
robertofstruan.bsky.social,RobertofStruan,did:plc:tq3qjg6n6pgag2nrkj7cjzy6,True
ca56ny.bsky.social,CA56NY ✌🏻💙,did:plc:v3o5tysnpo5ihhjiut5pnq4b,True
rshetty.bsky.social,Rajiv Shetty,did:plc:lgltchr454wg4mdajdjd2qlf,True
mad-as-a-hatter.bsky.social,Mad as a Hatter,did:plc:ttogceeaan56n4noshbvtyfd,True
scottydawg.bsky.social,Scott the Maine man .,did:plc:lk6jhgy7alg7jmd3g23paz4t,True
mary00333.bsky.social,,did:plc:26fqkktrcuzsyjlrvrmauknf,True
oceana1225.bsky.social,Oceana1225,did:plc:3cp3fg7rfax25iu2tn2chwed,True
dutchdemocrat2.bsky.social,Dutchdemocrat2,did:plc:oofmaoqavpiodfvvxyliyqjh,True
living-dead-girl.bsky.social,☠️ Living Dead Girl ☠️,did:plc:dzcw66jcpez3bcbay6lncxit,True
repubssay.bsky.social,Repubs say the darndest things,did:plc:oni7n7ueyk26t3h6nc7migkg,True
ivo3.bsky.social,,did:plc:werr3qxbyt2k5u7wz6ymbpju,True
momadridusa74.bsky.social,MoMadridUSA74,did:plc:jfqniivslo6ebp6jojdxb5ou,True
owenandolive.bsky.social,SchipperkeSaver,did:plc:lhmpyanvqbdhuj4vkphqttw5,True
anniemjbc.bsky.social,Annie 🇨🇦🏳️‍🌈☮️🏳️‍⚧️,did:plc:scakf3pl7vtxw7ai753h5rne,True
jim2112.bsky.social,2112 Resists 🇺🇸🇺🇦🥁💙,did:plc:ld5ygwc6evhmaesv72t3l2fm,True
willowglen.bsky.social,,did:plc:5ewh3q5l3sjvcrbuylxxqfxd,True
mikefealey.bsky.social,,did:plc:tloojbry5dojvjidsuxqcnkz,True
soerenroskjaer.bsky.social,Soeren,did:plc:x5epmquqr5hyxrx6h45ifson,True
sawyercurt.bsky.social,Curtis Sawyer,did:plc:4q4vg7qiycybpjtazuvz6fvd,True
aleveabellechinski.bsky.social,,did:plc:6kfpnzwvpeb4qkigvinynw46,True
lanaadp.bsky.social,,did:plc:2bfabap3mm5746ctm5exczji,True
candleforward.bsky.social,Sandy,did:plc:q2jxrsqga55ehvwunutjvost,True
crussell1959.bsky.social,Cheryl Russell,did:plc:jryas5pkdyfrx24ffp56hwyw,True
11tulips.bsky.social,ndweiss ,did:plc:lhgynfpa6bkzp5wgqhjipml2,True
aintyourpocahontas.bsky.social,Ain’t Your Pocahontas,did:plc:uqdqdx2cmjp5khiz7lhgfi5x,True
jonathanbuck.bsky.social,Jonathan Buck,did:plc:llutw23xd4opqvzqncchd6dx,True
