Handle,Display Name,DID,Follows Me
desertcactus621.bsky.social,Kerri A,did:plc:jc2pzh7fpqwql3tuj456bmaj,False
kellsblueoregon.bsky.social,Kells 💙,did:plc:evpmuqdwxg7h3zpjfg4my2qv,False
wimama55.bsky.social,WI Mama 55,did:plc:lmnbil4aduqashdw7srudfs2,False
jasbastard.bsky.social,Just another sarcastic bastard (Brian),did:plc:gctxz4e2i3vhyi5f734y3pvw,False
maude080.bsky.social,Harold&MaudeFan,did:plc:uxlbwwg6giddnntpelzmp32a,False
sadiesam1.bsky.social,Cynthia Orr,did:plc:67eslbyhnhfehapll5ybhzwz,False
lara-jp.bsky.social,Lara 🇨🇦🇯🇵,did:plc:oefugz3l7g527s5uxp3uoax6,False
troyboyblueboy.bsky.social,🏳️‍🌈TroyBoy🏳️‍🌈,did:plc:ssrpeob3jb6cjmrtvhdaym66,False
textifyer59.bsky.social,Jim McCasland,did:plc:6d4izocnxkvtlpfb57b6ibic,False
lotustree.bsky.social,Lotus,did:plc:fdqzq7ki346laxoa6c5bz223,False
illithideractivity.bsky.social,Illithid Activity 🇺🇸 🇨🇦 🇺🇦 🜂 🇬🇪,did:plc:xufetpgpa7rncyqnivbp6r3s,False
garwoodgal.bsky.social,Jackie Banyasz,did:plc:ynpd4xromegzfoxt6cjmlobg,False
kathzinn.bsky.social,,did:plc:pze3awsykep3xglw7dzr6c2m,False
cricketmonster.bsky.social,🌊Why Can't I Just Eat My Waffle 🏳️‍🌈 🏳️‍⚧️ 📎,did:plc:34c7uqczkyxld2jeydmdb6jo,False
voter2activist.bsky.social,Voter2Activist,did:plc:fntbf57qnzm6vetjgtdy7zae,False
ladytess.bsky.social,,did:plc:gf2h6szi5wkzjpscxugr2pzg,False
paiyslee.bsky.social,Paiyslee,did:plc:7rfw3amv6bdm2ntkl22snjmo,False
luckycolleen.bsky.social,colleen,did:plc:pdtbnj2s6h2o5tjl3slwkki4,False
rockkazooy.bsky.social,Rock Kazoo,did:plc:thbikysc3hb2rpaiukqujabo,False
ralphgot.bsky.social,Ralph Gottlieb,did:plc:wbxtsjeetgni4cta3swzq6rb,False
bluenewyearsbaby.bsky.social,California Dreaming,did:plc:exyelrxi6b4hxyiah6csz6k2,False
jrdolphin.bsky.social,Jessica Grace 💙🌊,did:plc:cjnslbuna7exagqfd7y7aaa2,False
juliec56482.bsky.social,Julie_c,did:plc:bdxrogql4iarpfugstz5rgxy,False
markrf400.bsky.social,Mark,did:plc:ziv35doxt45kgl3tne7aquin,False
useheadandheart.bsky.social,,did:plc:hkvk2u7qakjna4avy6uxwaop,False
policathartic77.bsky.social,Still_Keith,did:plc:qt52oud3z2l44ncisddr25px,False
jimmy-kilburn.bsky.social,Jimmy Kilburn,did:plc:ydwlzgp2ozftyscmsnb4fpgv,False
sandyz1016.bsky.social,Sandy,did:plc:lm6ojf3nda4jne4vzjgbnsmn,False
s-gm.bsky.social,,did:plc:pfltsjjchzgtb6ncixraw33n,False
leeniekat.bsky.social,Eileen 🩵,did:plc:5zwnf3kdnczcw3pqdjpt5ktc,False
bombshelldaily.bsky.social,Bombshell DAILY,did:plc:bctx7gcx7o6ybugsc6fzog4m,False
rollinontheriver.bsky.social,River Pom,did:plc:f2pmssfpecu7lk6iwowh4xy3,False
henryandjacksnana.bsky.social,Christine ,did:plc:7yftrskf3r3h27gou2zrskdp,False
doctorjfromny.bsky.social,Doctor J.,did:plc:himczfjx6a3llkvirlochtu6,False
talk2mom810.bsky.social,Helen Help Us,did:plc:t23gl25bnwrwoi6nodm25dqo,False
blackcat46.bsky.social,,did:plc:vocvmufkekvjl4ufms2pdy3w,False
vfry.bsky.social,,did:plc:zblmqhe5kaivl3s6oacpdtes,False
mikamar.bsky.social,,did:plc:pxkddpw56lrtvhwbjasgoymb,False
stitchthepomandmom.bsky.social,Maria and Stitch 🇺🇲🇪🇦🇲🇽 🐾💙🪬,did:plc:go3g7fuupw5gkp3c2i6wpgs2,False
fl-laura.bsky.social,Laura,did:plc:eiwaslo4ghf5d23iu5kqly6w,False
theicequeen.bsky.social,Mamasev69 ,did:plc:ecalvrpbuvyewazqevca3fkp,False
dro1.bsky.social,Donna,did:plc:3ouggeawao3thuv4fpmszbdk,False
lifewithryan.bsky.social,lifewithryan,did:plc:m2afmnk3m56qlvgycvodfq7g,False
jetsjets.bsky.social,Cameron,did:plc:5acporcvym3gc7s7apuecywe,False
blueskypeg.bsky.social,"Peg     I care, do you?",did:plc:vykoo6whywydgoalqm7jjbil,False
franl01.bsky.social,Liz,did:plc:gnppgdynjw6lwnb4buck4mxo,False
swtchks327.bsky.social,Bonnie I,did:plc:hvagpw4a3sgxdu2z2ytgpuly,False
premiumpdmv.bsky.social,PoliticallySavvyP,did:plc:csl624ibniqvmgjmn4pzdlet,False
rricorda.bsky.social,Ray Ricordati ,did:plc:yogyvyqf3xmz7xxajg7dinei,False
iris10428.bsky.social,,did:plc:xincrkcst6m5skqluwtrbiev,False
carolcats.bsky.social,Carol,did:plc:x6nibmrdzczjqcas7hpxqnpb,False
careyo.bsky.social,Carey O’Halloran,did:plc:wja24zvv65th5iup7ud2om6n,False
gina63.bsky.social,Blue dot in Texas,did:plc:sm4b265fcpzz2us7t4535x5g,False
dominicgiles.bsky.social,Dom Giles,did:plc:dykrhpwftkl5qc5qntghd5zp,False
purpleteacher.bsky.social,Purple Teacher,did:plc:3oxzpip2mjh2lcxuv6jle6ly,False
againstrestraint.bsky.social,ICARS - International Coalition Against Restraint and Seclusion,did:plc:lvafbkwthlbxez52qu6q3m4e,False
thedrenne.bsky.social,Thedrenne,did:plc:l7brwacfo7cw3cstkydzzkcy,False
dulcebiatch.bsky.social,,did:plc:emkz4chnpnzs5mjx5sy6awuo,False
oregonemom.bsky.social,Oregonemom,did:plc:pfv65l7uamzql3ad2txxooxb,False
datgirlfriday.bsky.social,𓂀 𝔾𝕝𝕠𝕣𝕚𝕒'𝕤 𝔻𝕒𝕦𝕘𝕙𝕥𝕖𝕣 𓂀,did:plc:4yyz3q2u3kl3zitbskhk7boz,False
kathwren.bsky.social,Kat  💙🌊🏳️‍🌈🏳️‍⚧️🫘,did:plc:2noil2psr4cuatgvnbyrmy7x,False
heiderut.bsky.social,,did:plc:2tihbxypzwez2gm2pxkygk2q,False
gooodkarma.bsky.social,Good Karma,did:plc:v7hpped5okncb6reki4uaw5t,False
tfw210.bsky.social,,did:plc:sd226zn36cktqune7tjclqqc,False
harpersmom46.bsky.social,,did:plc:d7jzhb6n6ud5o5sc5piwm7kx,False
deathkiwiii.bsky.social,DeathKiwiii YT,did:plc:4dr5y5hht6c2jyi3ehgywjqf,False
pawdeb.bsky.social,Everyone  Knew Her as Nancy,did:plc:rymzspawmyofsirjkep6h6rl,False
thejadedmuse.bsky.social,TheJadedMuse,did:plc:uhjw3j5luuaf3uql6usm6zj6,False
avoidingpublic.bsky.social,Avoiding_Public,did:plc:kg67gocmd6ozolbfmx7p6ivr,False
trueblueamerican.bsky.social,TrueBlueAmerican 🦅🇺🇸,did:plc:nz6llxxfrhkkh4knjnfq62yk,False
pufflebutz.bsky.social,Shewhomustbeok,did:plc:t6k45345dq53jkk7k64ifdii,False
sunshocker.bsky.social,,did:plc:m7ashjpw6roobfermnriesyy,False
stephanieshultz.bsky.social,Stephanie Shultz,did:plc:ieoooicwi7lccypeez537qly,False
overit1228.bsky.social,OverIt1228 ,did:plc:5jpdtgohkeih77af4atu7wca,False
notalone2024.bsky.social,,did:plc:7sze7ep3zjrlfwptzqxzcyba,False
fernweh-dreamer.bsky.social,Mere 💙 🌈,did:plc:xvy7b7tlbrwznlojmzmpwtgp,False
nancyjam.bsky.social,NancyJAM,did:plc:7xf3kvxfq6fkyidsll7a7px2,False
catsinmylap.bsky.social,CatsInMyLap,did:plc:bra4os45udhohfdvegrpbfgi,False
elsaistired.bsky.social,Elsa the ford ranger,did:plc:waa4etpefghtwohji7jv3fwh,False
1ofserendipity.bsky.social,1 of Serendipity,did:plc:gjiloybqvwnfsufeoc4gjruo,False
sandeedees.bsky.social,,did:plc:dgi4n77q6gxm2f374v2l2w2c,False
gueden.bsky.social,Gueden💉😷,did:plc:24kt7tyfuailasdzdv43ufez,False
missmyjeans.bsky.social,Dawn 🌞,did:plc:fqz2eg2r4b2lqv73ajtxl5hu,False
rebecca-milliken.bsky.social,rebecca milliken,did:plc:2tfperzchp5jo7xlv7na36s4,False
jrptigers.bsky.social,Johnny Blue Skies,did:plc:vnpllyhuqcsb5jw4f6h462n2,False
foulmouthcav.bsky.social,Foul Mouth Cavaleri,did:plc:cgnd2v2grmnu4abob5r2vxw5,False
kroleski.bsky.social,Bob Kroleski,did:plc:pztj7ujlqkvcwv65dcszojte,False
thurmador.bsky.social,Thurmdango,did:plc:go4sd6mpimjoaz2s2ce2kft5,False
fireval.bsky.social,Val,did:plc:nmatu5ztl2rlnwwpajatkegv,False
fireman452.bsky.social,Chuck and Jim,did:plc:gfuwb6a5lvkoq4qgrudtut72,False
toomsj.bsky.social,,did:plc:csku7v65x5bcawdc5eryquon,False
emrayy.bsky.social,EmRayy,did:plc:qtcx7zbtlpmwekp76ugrz55r,False
scoutshonorusm.bsky.social,Heather Murphy-Raines💋🇺🇸☠️🤬ScoutsHonor ,did:plc:qqpozkx6rsttvpxt6il4mpvk,False
fabbioriggeno.bsky.social,Fabio_m,did:plc:odqrsvltlr3dayo7sx2yc7x7,False
jjfan18.bsky.social,Jackie,did:plc:w6c7unywojgpyrl2ntuhk7hj,False
sadreturn.bsky.social,Andrea Moore,did:plc:okjmdjvle2hznqrkrr2wi3yi,False
bostonbitch.bsky.social,Lisa Lisa and not Cult Jam 45,did:plc:qrl7koxr5hmygwwp5eyn76rb,False
lorrihuff.bsky.social,Lorri Huff,did:plc:ha3apxaynp7n344czjbmjdrx,False
lovemeknot.bsky.social,Tracie,did:plc:l35zbvnwwnkeyegwz3ftzmca,False
bcassidy.bsky.social,,did:plc:qbkkpvkhl3lwsni2hkjkis64,False
laurielew1966.bsky.social,LaurieLew1966,did:plc:tpyqo2mcbw7x2y7nlnqaslxy,False
mjnejedly.bsky.social,Michael Nejedly,did:plc:effbzftxoflqsmeksgigslan,False
malavika1981.bsky.social,Malavika ,did:plc:4cndxartkn33fyu6pojokfwb,False
juliapulia.bsky.social,juliapulia,did:plc:uo2r5ltmzp47qgemkzbsslu7,False
saranoaitch.bsky.social,sara no aitch ☮️,did:plc:ef7ysp7varyr45a3osuz36jw,False
noshofosho.bsky.social,The Grand Ole Osprey,did:plc:6bvkjfx3wmgjbyip5otqo3e7,False
nastazia.bsky.social,Nastazia Mitropoulou,did:plc:kcq4ce5vc63nitrvgdrypww2,False
conjuringlight.bsky.social,LilaB.,did:plc:5y2crvxjfad6q35opwdqqgca,False
navy-vet-bama.bsky.social,Paul_T,did:plc:ws3mqgzbyh4lolhoctwgj666,False
astrosma.bsky.social,,did:plc:sdr4yxcwinyzi7mmxqlbgej4,False
cptpickles3825968.bsky.social,Captain Pickles™️ o.O!,did:plc:xfkwk2oyswefrpnsko6ga2gu,False
tracydaniel.bsky.social,Tracy Daniel,did:plc:eo4ooepo6jm4omhvci72lnww,False
jrich14.bsky.social,,did:plc:iuasd7dfjmqokxdr447yykw4,False
heynowaj.bsky.social,Ms. AJ 💙🌊🦋,did:plc:cfzzrr4rvhm75qyzj4xnmyzb,False
vent30.bsky.social,Ventress Taylor,did:plc:25f53ialub7t3thdpjhhejn3,False
gordonrobertson.bsky.social,Gordon,did:plc:shfuyk6ivsnt5upsxjghwie2,False
lauretteryan.bsky.social,Laurette Ryan,did:plc:jabudzuzqyztykqewtiurwnr,False
baerlybgood.bsky.social,Baerly B. Good,did:plc:q7xrlkwch2b33nqe5isd2vdb,False
ditto-ditto.bsky.social,Dittos,did:plc:nrljecfu2o2hp4gwzlse3e4b,False
shanvan.bsky.social,Shannon 🇨🇦,did:plc:lrvv52w6egww6ntdeyflthev,False
justjeanie1953.bsky.social,Just Jeanie,did:plc:o3lwi6bgutx43xtypqo3oa7f,False
robindahood.bsky.social,Robin DaHood,did:plc:b222vkmduq5qt65hrh3oy5ow,False
staceyharris76.bsky.social,Stacey she/her,did:plc:jskainclxrjf62yqxohame7i,False
indiangirl.bsky.social,,did:plc:nbyofggu2h3fjwqojlq3xv6e,False
minou1223.bsky.social,Minou1223,did:plc:tujkfrvw57ijxtqwn3k224vd,False
surblu.bsky.social,I.Kahn,did:plc:ml3pqnev4pgscx3wosbhpwqc,False
hyacinthe1997.bsky.social,Hyacinthe,did:plc:aolnhutvpxtoxgwnhrona2s3,False
donnandoggies.bsky.social,,did:plc:uauorldmy7jh6nnzqlihkdwi,False
mattietimmer.bsky.social,Mattie Timmer,did:plc:6ifyngow7ijzf5sispzibc47,False
originalsuperwench.bsky.social,GargaMel,did:plc:wz5onxitdopd7trtfh72j4vb,False
radrn.bsky.social,Patchouli Julie,did:plc:5lcaqlh6flrdl7xuylqs5r6d,False
fmrebecca.bsky.social,💙🌊Rebecca FM🌊💙,did:plc:kitkgj7pylnyjuz53dw54l6o,False
millionpeople4pets.bsky.social,Heather Steall,did:plc:77tztvuk3rwulrt6wiljtg6c,False
stevez28rs.bsky.social,Steve,did:plc:aow5oagqvduatodtpmyj6tw3,False
stephsermon.bsky.social,Steph “Obi-Mum” Sermon,did:plc:kwti2h4ogmwapk7zzwusdq23,False
cinnamon-gurl.bsky.social,Cinnamon-Gurl,did:plc:vbl472uf5bx47zppyk332aqw,False
grazioj21.bsky.social,Judy,did:plc:hxfvlroepvxwlfighyedpnjc,False
isabeladame.bsky.social,Isabel,did:plc:au3i3txzunlqg6rvt2sc6rlf,False
loveofcountry.bsky.social,LoveMyCountry ,did:plc:huevnsjbvuvbw2nbmmvj6azu,False
miss-kimmi.bsky.social,Miss Kimmi Kitty Mama,did:plc:lheaxjo3h2czuqttojqgtvun,False
d-kastenmara.bsky.social,diana mcnamara,did:plc:ogyomyxpa2cck2yo2f2pmtdp,False
roseannarawlins.bsky.social,,did:plc:x6tuo4af66v7lmfa6tvdlmsu,False
skpainter.bsky.social,Shawn Painter,did:plc:gi6lmdmlh42usjexydfis573,False
rockkinmom.bsky.social,RockkinMom,did:plc:7ncmmpggagrcjn2shupjmr2o,False
humanistswede.bsky.social,Humanist Swede,did:plc:vyoupqdr2poekpdldxz7zhzd,False
catmacrev.bsky.social,,did:plc:ctu4shyeebm4i5mprkuep6sq,False
realestatewhisper.bsky.social,,did:plc:zcl3fnomdanijmuedskhhies,False
silverharmony.bsky.social,Harmony (she/her),did:plc:2fsjqulymhzvwayas4nmkpuo,False
rosanneg.bsky.social,,did:plc:wmkzlrbmoe7lvs4mhcajz5nl,False
evies13.bsky.social,EvieS,did:plc:dde6p37hpzmjm63qp54qanvh,False
arizonasherbear.bsky.social,SherriVotesBlue,did:plc:sbangalndd3wmjihogrj4to5,False
oysw.bsky.social,Oh yeah? So what.,did:plc:63otovuh4kvhgofpzlatpmut,False
woozleweasels.bsky.social,All Kinds Of Nope,did:plc:vevnxlk5lzsx4xc6rewsxt2r,False
julski23.bsky.social,,did:plc:e3ndhkjtujmfqr7ccsdfabg4,False
stellas-42.bsky.social,Stella,did:plc:fuhfk4zriy7elws2o2adbgni,False
benjamingaunt.bsky.social,Steven Hess,did:plc:3iq5xo2iwys3xc3wnjwxe55s,False
troy666.bsky.social,TroyProctor666,did:plc:s26wt4k62w62psbftvx23lsn,False
jbamom.bsky.social,Catherine Schnurr,did:plc:blir4wfe3dzjrjrgfotzhtpy,False
mandasmom.bsky.social,💙Mandas_Mom💙,did:plc:bb7dlpb7u6odyj35yaui5ajs,False
twoyutes.bsky.social,Two Yutes,did:plc:7iinsj6ztwrracpgjdachrf6,False
marianneshouse05.bsky.social,🗣️MarianneInTheHouse,did:plc:skqfoc4evadoifdip5f2bdfp,False
scotlander.bsky.social,You Can Still Call Me Karen,did:plc:5ak4kua2hi5orbqpdnemal23,False
phalsleyconvicted.bsky.social,,did:plc:z6mbcxvcvhvhiva3fki6acpy,False
eastcoastie.bsky.social,East Coastie,did:plc:6gfw3uqslpgguull7c4haqu6,False
jedzeppelin.bsky.social,Jed Zeppelin,did:plc:wr4a3qmlbm4clmhmxmn2zzqj,False
thevillteeman.bsky.social,,did:plc:ocfugoejf5biardvj5d5gk6m,False
jander007.bsky.social,Jacie Anders,did:plc:6v75e4234qzefy3atn7j3tji,False
waitingonme.bsky.social,waitingonme,did:plc:ivx5r3qckglrbwwd65kjai5t,False
ovdad23.bsky.social,OVDad23,did:plc:75kfw6bfejkwp66i73vir2xn,False
muttzr8.bsky.social,Muttz R8,did:plc:p7sz3nx4xouq5f3u6au3azxv,False
ursitheo.bsky.social,Ursitheo,did:plc:b7xx75iyzhwnemnp6gi5nxmu,False
johnbarleycorn.bsky.social,John Povlich,did:plc:ke6rzqdcdgyy4jfrb4rfgied,False
peterfaur.bsky.social,Peter Faur,did:plc:frc6zpgr5xlpszhp5exjfasy,False
anariewhit.bsky.social,AnarieWhit,did:plc:akiaqo3ea4y5ggjml76f7kl6,False
bearsdi.bsky.social,Diana,did:plc:7rrhu7ltctnoroqgdgqghhoc,False
901kaleigh.bsky.social,Kaleigh,did:plc:vnifbjei6te6qhhronnrdeto,False
knurmia.bsky.social,,did:plc:n64o53trodtu7kkk3oxm4kr4,False
mamamacaroni.bsky.social,,did:plc:mca76dr2x5f3ak6hdgzubpdg,False
itskarynr.bsky.social,Karyn,did:plc:m23huz6z4y43e27fkkkzitnn,False
4democracy2.bsky.social,Do_The_Next_Right_Thing!,did:plc:ouu3gdvtj7rjvzoiacdv4d47,False
esperanzaraising.bsky.social,Esperanza Hope,did:plc:gebjklefe4vc7ceqam5vc6bu,False
seagal1.bsky.social,@1_seagal.bsky.social,did:plc:sm7yfxvw57j5gfsymrlh65au,False
donnalee711.bsky.social,Donna Pawlowski 🇺🇸🇺🇦🌻💙,did:plc:t53omnrpvwtjmhor5eaytd4j,False
mdubyu.bsky.social,,did:plc:hqeryo32tkvaahmfgjcgc4g2,False
endtimes101.bsky.social,Kally in Tex,did:plc:zmucjwxktqxf7xkop5o3l3ns,False
schnauzer-ct.bsky.social,"Janet, Schnauzer mom",did:plc:cbuxeglqobu37ti456g6ukfc,False
susanwhitewolf.bsky.social,,did:plc:mvhap2xkxpcaswlk33uxxx55,False
susanfla7.bsky.social,Susan,did:plc:gppjpdd4mmwrevfiblvgqh7p,False
darbylthomas.bsky.social,Quixotic Darby,did:plc:ubzmi6y3h2jxgkkmi5bxihvu,False
rbgolf.bsky.social,Rooster 🇺🇸💙,did:plc:du4anoodoxdildi7zvehkvox,False
merrysunshine13.bsky.social,Nancy G,did:plc:bdxwzupcftxx2gv6bcp42d7o,False
kellyt28.bsky.social,kellyT M.Ed.,did:plc:4rudojhjfoexkjvpeti7dpe6,False
tmsmithrosario.bsky.social,Toni Smith-Rosario,did:plc:j2j4rnxemfm55ehb6d26guln,True
superteacherlady.bsky.social,Ruza Wenclawska (she/her),did:plc:injhn4by2tnmbngnjxssqcxa,False
jengilley.bsky.social,Jen Gilley,did:plc:bh7cfwu5o5cu43lzcdnzx43d,False
2heartswellness.bsky.social,"Dr. Paula Bruno, Ph.D., L.Ac.",did:plc:exkglwhtw7o6h444ameffxib,False
kmsev.bsky.social,🦋Kim🦋,did:plc:dkoe3wkf2z7iyxjm6ureoqzh,False
earthbound420.bsky.social,,did:plc:hrua3ygv56plak6mna5x37iu,False
melissamallou.bsky.social,Melissa Mallou,did:plc:bgffpgsxksl74uotsfpfc22s,False
tenntiger.bsky.social,,did:plc:edimm7mqbeyon4gbi2k4ttkk,False
babaraisin.bsky.social,baba sum raisin,did:plc:i7zj5rjew7crpmjmsqnfgugg,False
judyisnoone.bsky.social,Judy is No One,did:plc:fxv6upnes77hcuys5e5p5gzd,False
oldman1955.bsky.social,Did You Ever Wonder,did:plc:37zxg43okw7pqlxsuapzxb2q,False
stepwisecliche.bsky.social,Joe,did:plc:3zfvjqoq6jckeugadt6j4utf,False
sat990.bsky.social,Sarah Thomas,did:plc:cato3po4755xhv7vzxttpg2n,False
trjdwill.bsky.social,@trjdwill,did:plc:zcn4uhtviqmifcssssbmujkv,False
billthepony.bsky.social,Jeffrey B Hess,did:plc:z3ohdsv5fvozyht6woavujt5,False
justice54.bsky.social,Justice 54,did:plc:kni3xxl664v5sv7qwy6ayjus,True
flyeaglesflygirl.bsky.social,AppStateJen,did:plc:6jp7z47aldzme4eav3vf6kw3,False
sparklezshine.bsky.social,Sparklezshine,did:plc:ztcr35c5i5ltisoxywoxn6u6,False
burkeeboy.bsky.social,Sean Burke,did:plc:ulcpzjdohmlyu2b5w5xsfiri,False
coldplayfan.bsky.social,Christine Martins (ColdplayFan4Eva),did:plc:qff4ptfr6or4pn7omk4exfrh,False
days9.bsky.social,Suzanne PK,did:plc:r2qhujn6vedljwlqyns6pwf4,False
jlsnow.bsky.social,MONS,did:plc:o2vmofgzgkc2l4c33dlydbzx,False
cdrobi1.bsky.social,,did:plc:c76aq2gfl467rgfcahbcurop,False
senoritatingles.bsky.social,Senorita Tingles,did:plc:stxs4b2jbu6pwf2np65g7o3d,False
lawyered-up.bsky.social,,did:plc:ciibpljynktfkcs4piibjnwt,False
smwoodruff.bsky.social,The Crab Shack  🦀,did:plc:gnlo6fczmvosvlst2otoraer,False
susanshipley.bsky.social,Susan Shipley,did:plc:gjxbmod42zoofyfw56tnl23u,False
jnduclos.bsky.social,Judi Duclos,did:plc:jfjarjinhikqti5tcww3bovv,False
dragondeus.bsky.social,,did:plc:kapxcuwo342fgv2lfnl6jpj5,False
assemkhaled400.bsky.social,Assem khaled,did:plc:le7klo3iw2xpwa2kpg5tyc3f,False
nemesis32.bsky.social,Nemesis 🇺🇸,did:plc:kmel447n3ocoby7bdelu2y5p,False
hummingbird4.bsky.social,Hummingbird,did:plc:bx24vhbu3yyttjegcndgxklt,False
ismile2.bsky.social,Ismile2 🫶💙🎶🦋,did:plc:vw37gggrbbhzr5ueklrcu4ea,False
mitchelldrew.bsky.social,Mitch McCrimmon ,did:plc:efgbrrbjgd6m4fgwcn5mqw5n,False
joescuba54.bsky.social,Joseph Joyal,did:plc:4w6roudklzfrpmngv5auujby,False
luisgonnewengland.bsky.social,Luis Gonzalez,did:plc:aon5luydc5hkma4u3npumojv,True
originalmattb.bsky.social,Matt B.,did:plc:ycpboocdeqm5r3i3dqcullo3,False
creativejoys.bsky.social,Paula Boyd Farrington,did:plc:ucrpyq72x76nnb4uwep22sqy,False
cold-water.bsky.social,Civilized Rogue,did:plc:5vonbbxinsef6xbmtetewqz4,False
angryhoss.bsky.social,Angryhoss,did:plc:u6d3crccduopoyfffejzct4q,False
neodocjdg.bsky.social,Jack Guida MD,did:plc:aueatpg2l3cgrx2l6zubu345,False
allthegood.bsky.social,,did:plc:7l62j6fyepumuzos74tebcg4,False
vstartist.bsky.social,Vickie,did:plc:w2u7vusxgo7pjni3xiwpjmeh,False
cherylmccormick.bsky.social,Cheryl McCormick,did:plc:sobtyyfkjhf5qfriwfdjhwer,False
fnwy.bsky.social,Chris,did:plc:rh3ku2irzp4w5d2hmtnffkb5,False
bruceboy815.bsky.social,,did:plc:u6gzd7gbi3ptcm2hw6ehennt,False
jattayaya.bsky.social,Yakseh,did:plc:bjyjwl7izvnajdqf7zuxgsrk,False
busterandme.bsky.social,,did:plc:v3dax5hijbyarqjds24wnkb7,False
maggie-nickson.bsky.social,Maggie Nickson,did:plc:yf2zfzv5z2uyg2zsvbplz25r,False
doubting-thomas.bsky.social,Doubting Thomas 🇬🇧🇪🇺🇩🇪🌻#FBPE,did:plc:fzyyjg5kydanyzezw27kxfna,False
defiant4ever.bsky.social,,did:plc:4o24sczawqbfwtzhgnuftvvp,False
rosenstand.bsky.social,Thomas Rosenstand,did:plc:yyumhb6o3wtzu4zpgtwcbn5m,False
minnproglib.bsky.social,,did:plc:yb67pjfbtsmuzfwxlu5pdwvl,False
joncooper-us.bsky.social,Jon Cooper,did:plc:7qqkq2zdwq4j5jingukgtuky,False
tangerines3.bsky.social,,did:plc:oavbbzxp7k6suyjbchyiyvjv,False
vsalter54.bsky.social,Vickie Salter,did:plc:k3wcsh5citwjdf6ldy2jvb2h,False
rmills4365.bsky.social,Robby Mills,did:plc:gh3vebeb6ycaizyg3ankmaui,False
mlej13.bsky.social,MLEJ13,did:plc:qhjo66vwpc75d5na6z3fwjou,False
thirstypancho.bsky.social,,did:plc:peso5mzpqgdspq2nixekztx6,False
theomenrx.bsky.social,The Omen Speaks,did:plc:jazxw6u6vz7j4vg3ekl7l7iy,False
googoogajoob.bsky.social,Salty Scientist 🧪🌎🌱💙📚🐕,did:plc:b2aneakfvlovkwvwoikcgmaz,False
sunshinekate.bsky.social,SunshineKate🌞💙🩷🇺🇸💙🩷🌞,did:plc:g7dpe3ddcuptqq3m2hv6udwb,False
peacefulserenity.bsky.social,,did:plc:sn7gswhe2zr3sej4uuz5sjmj,False
deadpoolresists.bsky.social,Deadpool #Resists,did:plc:segxf2sl7jg7csomt3qggpbv,False
lunchlady7.bsky.social,🩵Lunch Lady💙🇺🇸,did:plc:4pnx54supc2wb5excrx2sxsm,False
cindyfw.bsky.social,CindyFahrWebster,did:plc:of4vhdsfaenwkye33jwecqpa,False
shelz1.bsky.social,shelz1💙,did:plc:jrnugqtdp4mv5lsl3o3t52xv,False
1madgenxr.bsky.social,Mad GenXr,did:plc:bkmzlftiqdxbv3ppfs4le2lr,False
hollyeva.bsky.social,Holly Eva,did:plc:jpaukvom7gf44ch655c4nwrr,False
jramjee.bsky.social,Jayneel Ramjee,did:plc:ct44cy5dcstes3qoymiffqi4,False
milomuffin.bsky.social,A Soul Wearing Skin,did:plc:622pt7wbgqx2a6psocl56mbz,False
healthcareicare.bsky.social,@healthcareicare  #🟦 🟧,did:plc:nfbwzcqwyxfwupkwtc4ssmiv,False
pagan3quilts.bsky.social,NanaG no fux left,did:plc:3blds6bksm7k7uxpmcdvp7h4,False
3chordrock.bsky.social,Scott Miller #FBPE,did:plc:ev4qhpvrm66pbcaldgldn3mw,False
mrmangajojo.bsky.social,Miss Mangajojo,did:plc:l5kihpf5ow3yiwerg7ornele,False
shersunn.bsky.social,Stratos 4,did:plc:n37xjifsqon34zhbazt5gz6v,False
polypractica.bsky.social,Archer Mo,did:plc:imweqjxo5n2d7ssgcp42gqwy,False
adenovir.bsky.social,A. Denovir,did:plc:jiuifwag5tb6mz2ns5r2iow4,False
jacks-creeker63.bsky.social,,did:plc:7l7pcyillp4tqhpvqmtlrtph,False
dollarbill.bsky.social,Bill Anderson,did:plc:y3hd4254pbqpjo7pnl5byjoj,False
hamlinthebestdog.bsky.social,JessieLouise,did:plc:zhdt4lvz6lxkjnejfshkd3sl,False
gjm49625.bsky.social,gjm49625,did:plc:eokyt6i7siamam7lcwacyhzo,False
ckreeture.bsky.social,Tom,did:plc:jsfhuagef5rrbcxmvuh3vyxm,False
hoodwinkr.bsky.social,,did:plc:5mnzxv2glstqxenni56m7sbg,False
kansasdiaspora.bsky.social,Lee White,did:plc:u4hx2ob23t5s3hv3v3rlpodw,False
rockhopper63.bsky.social,Let there be Light,did:plc:vlv2udn62mcm5jbq2ouzpwed,False
mikeinscotland.bsky.social,Mike-in-Scotland,did:plc:t3vthjp2u2wfqgln7s64r42s,False
peachysue54.bsky.social,Sue,did:plc:c5ixlgxdct27snljuclqv4j6,False
nataliewatson39.bsky.social,Radioactive Ninja,did:plc:imesjr4ttgckujax4fy4d4h5,False
gplusb.bsky.social,Gary B,did:plc:2qb2ezlp5enymwhm6eijidoz,False
rleighz.bsky.social,,did:plc:owhikl6t5xqg626ggkejqiut,False
bi-coastal-oma.bsky.social,ME,did:plc:fsrfcacsjufmp7zz3wi3gcrp,False
